DAY_OF_WEEK,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,DISTANCE,SCHEDULED_ARRIVAL
4,WN,ATL,DAL,2040,27,721,2210
7,DL,ATL,DAL,1505,30,721,1640
4,EV,ATL,DAL,2040,35,721,2210
2,DL,ATL,DAL,1605,37,721,1729
2,EV,ATL,DAL,1605,40,721,1729
4,WN,ATL,DAL,2040,42,721,2210
4,DL,ATL,DAL,2050,43,721,2225
7,DL,ATL,DAL,1520,44,721,1650
6,NK,ATL,DAL,2059,142,721,2222
1,DL,ATL,ELM,2005,-5,717,2201
1,DL,ATL,AVP,2034,-5,714,2225
2,DL,ATL,AVP,2034,-4,714,2224
2,DL,ATL,AVP,2034,-2,714,2225
2,DL,ATL,AVP,2048,-2,714,2241
2,DL,ATL,AVP,2034,-1,714,2225
2,DL,ATL,AVP,2034,-1,714,2225
3,WN,ATL,AVP,2048,1,714,2241
3,EV,ATL,AVP,2048,3,714,2241
2,DL,ATL,AVP,2034,5,714,2225
2,DL,ATL,AVP,2034,6,714,2225
3,DL,ATL,AVP,2034,13,714,2225
3,US,ATL,AVP,2034,13,714,2225
4,EV,ATL,AVP,2034,38,714,2224
4,DL,ATL,AVP,2034,41,714,2225
4,UA,ATL,AVP,2034,56,714,2225
5,DL,ATL,BUF,820,-8,712,1020
2,DL,ATL,BUF,1330,-7,712,1528
2,DL,ATL,BUF,1330,-5,712,1529
1,DL,ATL,BUF,1611,-4,712,1811
1,DL,ATL,BUF,2030,-4,712,2231
2,DL,ATL,BUF,1330,-4,712,1529
2,DL,ATL,BUF,1330,-4,712,1529
3,DL,ATL,BUF,1025,-4,712,1226
2,DL,ATL,BUF,1330,-3,712,1529
2,DL,ATL,BUF,1330,-3,712,1529
2,DL,ATL,BUF,1330,-3,712,1529
3,DL,ATL,BUF,1025,-3,712,1226
2,DL,ATL,BUF,1330,-2,712,1529
2,DL,ATL,BUF,1330,-1,712,1529
3,DL,ATL,BUF,2105,-1,712,2309
5,DL,ATL,BUF,811,-1,712,1012
1,F9,ATL,BUF,1611,0,712,1811
2,DL,ATL,BUF,2030,0,712,2231
2,NK,ATL,BUF,2030,0,712,2233
2,WN,ATL,BUF,1330,0,712,1529
2,DL,ATL,BUF,2030,1,712,2233
1,EV,ATL,BUF,1611,3,712,1811
2,EV,ATL,BUF,2030,9,712,2233
6,DL,ATL,BUF,1510,9,712,1711
2,WN,ATL,BUF,2030,10,712,2233
3,MQ,ATL,BUF,2030,17,712,2233
3,DL,ATL,BUF,2030,21,712,2233
4,EV,ATL,BUF,2105,22,712,2309
4,DL,ATL,BUF,1330,42,712,1529
4,NK,ATL,BUF,1330,51,712,1529
6,F9,ATL,MSN,1905,-4,707,2013
6,DL,ATL,MSN,1905,-3,707,2013
6,DL,ATL,MSN,1905,-1,707,2018
6,DL,ATL,MSN,1905,-1,707,2013
7,DL,ATL,MSN,1905,20,707,2013
3,WN,ATL,MSN,1905,104,707,2018
6,WN,ATL,MSN,1935,174,707,2041
4,DL,ATL,TTN,600,-6,701,750
4,DL,ATL,TTN,600,-4,701,750
4,DL,ATL,TTN,600,-3,701,750
4,DL,ATL,TTN,600,-2,701,750
4,DL,ATL,TTN,600,-1,701,750
4,EV,ATL,TTN,600,0,701,750
4,DL,ATL,TTN,600,1,701,750
4,EV,ATL,TTN,600,2,701,750
4,WN,ATL,TTN,600,12,701,750
4,WN,ATL,TTN,600,12,701,750
4,DL,ATL,TTN,600,19,701,750
4,DL,ATL,TTN,600,24,701,750
5,EV,ATL,TTN,600,107,701,750
2,DL,ATL,HOU,1345,-10,696,1510
3,DL,ATL,HOU,2113,-8,696,2232
3,DL,ATL,HOU,2104,-7,696,2223
3,DL,ATL,HOU,2055,-7,696,2215
4,DL,ATL,HOU,2113,-5,696,2232
4,DL,ATL,HOU,645,-5,696,800
4,DL,ATL,HOU,715,-5,696,840
2,DL,ATL,HOU,1315,-1,696,1430
3,DL,ATL,HOU,2055,-1,696,2215
5,DL,ATL,HOU,810,-1,696,931
1,DL,ATL,HOU,1612,0,696,1734
2,DL,ATL,HOU,1315,0,696,1438
3,DL,ATL,HOU,2055,0,696,2215
3,EV,ATL,HOU,2104,0,696,2223
3,EV,ATL,HOU,2104,0,696,2223
3,DL,ATL,HOU,1405,1,696,1531
3,DL,ATL,HOU,2055,1,696,2215
6,DL,ATL,HOU,1145,1,696,1315
1,EV,ATL,HOU,1610,2,696,1731
1,EV,ATL,HOU,1615,2,696,1737
4,DL,ATL,HOU,715,2,696,840
5,DL,ATL,HOU,1505,2,696,1630
7,DL,ATL,HOU,1930,2,696,2055
4,AA,ATL,HOU,1745,3,696,1910
5,DL,ATL,HOU,1505,3,696,1630
6,DL,ATL,HOU,1145,3,696,1315
4,DL,ATL,HOU,2104,4,696,2223
4,DL,ATL,HOU,1745,4,696,1910
7,DL,ATL,HOU,900,4,696,1025
2,EV,ATL,HOU,940,5,696,1100
4,DL,ATL,HOU,2104,5,696,2223
7,DL,ATL,HOU,1930,5,696,2055
2,WN,ATL,HOU,1315,6,696,1438
6,DL,ATL,HOU,1145,6,696,1315
6,US,ATL,HOU,1505,6,696,1630
3,DL,ATL,HOU,2040,7,696,2200
4,DL,ATL,HOU,1745,7,696,1910
6,DL,ATL,HOU,1145,7,696,1315
5,WN,ATL,HOU,1049,8,696,1216
6,DL,ATL,HOU,1505,8,696,1630
4,WN,ATL,HOU,1026,9,696,1147
4,EV,ATL,HOU,645,10,696,800
4,EV,ATL,HOU,645,10,696,800
4,WN,ATL,HOU,1026,10,696,1148
1,DL,ATL,HOU,1930,12,696,2055
5,DL,ATL,HOU,1455,13,696,1622
4,DL,ATL,HOU,2100,15,696,2220
4,DL,ATL,HOU,1405,16,696,1531
4,WN,ATL,HOU,2055,21,696,2215
3,WN,ATL,HOU,940,22,696,1100
2,EV,ATL,HOU,1612,23,696,1734
3,DL,ATL,HOU,940,24,696,1100
4,WN,ATL,HOU,2055,25,696,2215
2,DL,ATL,HOU,2005,27,696,2130
1,WN,ATL,HOU,1930,37,696,2055
1,DL,ATL,HOU,1930,38,696,2055
2,EV,ATL,HOU,1555,39,696,1720
4,UA,ATL,HOU,2104,42,696,2223
3,DL,ATL,HOU,2020,45,696,2145
4,NK,ATL,HOU,2041,46,696,2202
1,WN,ATL,HOU,1930,12,696,2055
5,DL,ATL,HOU,2113,48,696,2232
1,DL,ATL,HOU,1930,49,696,2055
4,DL,ATL,HOU,1345,50,696,1510
3,DL,ATL,HOU,1555,73,696,1720
2,EV,ATL,HOU,1912,79,696,2039
3,WN,ATL,HOU,1930,81,696,2055
3,EV,ATL,HOU,1930,87,696,2055
2,DL,ATL,HOU,1145,90,696,1315
3,EV,ATL,HOU,1915,105,696,2040
6,WN,ATL,HOU,2125,133,696,2245
5,F9,ATL,HOU,2005,136,696,2125
6,WN,ATL,HOU,1930,180,696,2055
3,DL,ATL,CID,2054,-7,694,2206
3,DL,ATL,CID,2054,-7,694,2206
4,DL,ATL,CID,1453,-6,694,1608
4,DL,ATL,CID,1049,-6,694,1203
4,DL,ATL,CID,1049,-6,694,1204
3,DL,ATL,CID,2054,-5,694,2206
4,DL,ATL,CID,1453,-4,694,1609
4,OO,ATL,CID,1453,-4,694,1608
6,DL,ATL,CID,1915,-4,694,2029
3,OO,ATL,CID,2054,-3,694,2206
3,DL,ATL,CID,2054,-2,694,2206
3,DL,ATL,CID,2054,-2,694,2206
4,DL,ATL,CID,1454,-2,694,1604
4,DL,ATL,CID,1049,0,694,1202
5,DL,ATL,CID,1453,4,694,1608
5,DL,ATL,CID,1049,5,694,1204
7,DL,ATL,CID,1915,6,694,2029
3,DL,ATL,CID,2052,13,694,2202
5,DL,ATL,CID,1453,15,694,1608
5,EV,ATL,CID,1453,17,694,1608
5,EV,ATL,CID,1049,20,694,1203
4,WN,ATL,CID,2054,25,694,2206
5,DL,ATL,CID,1049,27,694,1200
7,DL,ATL,CID,1454,40,694,1606
1,US,ATL,CID,1453,86,694,1608
3,WN,ATL,CID,1049,190,694,1204
4,DL,ATL,MCI,1430,-1,692,1547
5,DL,ATL,MCI,2204,-1,692,2320
7,DL,ATL,ABE,1205,-1,692,1403
1,DL,ATL,MCI,1610,0,692,1724
1,DL,ATL,MCI,1610,0,692,1726
1,DL,ATL,MCI,2000,0,692,2117
1,EV,ATL,MCI,1958,0,692,2115
1,EV,ATL,MCI,2000,0,692,2117
2,DL,ATL,ABE,1336,0,692,1525
2,DL,ATL,MCI,2035,0,692,2155
3,DL,ATL,ABE,2101,0,692,2251
3,EV,ATL,MCI,1355,0,692,1515
3,EV,ATL,ABE,2101,0,692,2251
4,DL,ATL,MCI,1425,0,692,1542
4,DL,ATL,MCI,1805,0,692,1922
5,DL,ATL,MCI,810,0,692,927
5,EV,ATL,MCI,2204,0,692,2320
5,US,ATL,MCI,810,0,692,928
7,DL,ATL,MCI,1545,0,692,1705
4,DL,ATL,MCI,1425,1,692,1542
5,EV,ATL,MCI,2204,1,692,2320
2,EV,ATL,ABE,2034,2,692,2225
5,DL,ATL,MCI,1850,2,692,2005
2,WN,ATL,ABE,1335,4,692,1525
4,DL,ATL,MCI,1805,4,692,1922
5,WN,ATL,MCI,2204,4,692,2320
5,WN,ATL,MCI,2204,5,692,2320
1,DL,ATL,MCI,1610,6,692,1726
7,DL,ATL,MCI,1540,6,692,1700
5,WN,ATL,MCI,1850,7,692,2005
7,EV,ATL,MCI,1910,9,692,2030
5,EV,ATL,MCI,2204,10,692,2320
7,DL,ATL,ABE,1205,12,692,1403
2,DL,ATL,MCI,1610,18,692,1726
3,OO,ATL,MCI,2035,18,692,2155
1,DL,ATL,MCI,2000,19,692,2117
4,DL,ATL,MCI,1026,19,692,1145
4,WN,ATL,ABE,2101,19,692,2251
3,EV,ATL,ABE,2034,20,692,2225
5,DL,ATL,MCI,2204,20,692,2320
3,DL,ATL,MCI,2035,21,692,2155
3,DL,ATL,MCI,2035,22,692,2155
1,MQ,ATL,MCI,1205,23,692,1319
3,DL,ATL,ABE,1345,23,692,1536
3,DL,ATL,MCI,2035,23,692,2155
1,DL,ATL,MCI,1958,24,692,2115
3,DL,ATL,MCI,2035,25,692,2155
4,DL,ATL,ABE,1345,25,692,1536
1,WN,ATL,MCI,1540,27,692,1700
1,DL,ATL,MCI,2000,29,692,2117
1,WN,ATL,MCI,1205,30,692,1319
3,DL,ATL,MCI,2035,30,692,2155
7,DL,ATL,MCI,1500,36,692,1615
2,DL,ATL,MCI,2000,38,692,2117
1,WN,ATL,MCI,1610,0,692,1726
4,DL,ATL,MCI,2032,39,692,2148
5,WN,ATL,ABE,1031,39,692,1227
4,DL,ATL,MCI,2035,40,692,2155
4,DL,ATL,MCI,2035,41,692,2155
6,WN,ATL,MCI,2155,41,692,2311
6,DL,ATL,MCI,1425,50,692,1542
4,WN,ATL,ABE,1344,53,692,1535
1,WN,ATL,MCI,1805,106,692,1922
4,DL,ATL,MCI,1610,109,692,1726
2,DL,ATL,IAH,1640,-1,689,1805
3,DL,ATL,IAH,1710,-1,689,1830
5,DL,ATL,IAH,810,-1,689,932
6,DL,ATL,IAH,1915,-1,689,2039
6,DL,ATL,IAH,1915,-1,689,2039
6,DL,ATL,IAH,1915,-1,689,2039
7,DL,ATL,IAH,1206,-1,689,1326
2,DL,ATL,IAH,1640,0,689,1804
7,DL,ATL,IAH,1600,0,689,1719
7,DL,ATL,IAH,1546,0,689,1713
7,EV,ATL,IAH,1600,0,689,1719
3,UA,ATL,IAH,1710,1,689,1830
5,DL,ATL,IAH,810,1,689,929
7,DL,ATL,IAH,1915,1,689,2039
7,DL,ATL,IAH,1546,1,689,1713
5,DL,ATL,IAH,1455,2,689,1615
2,DL,ATL,IAH,1640,3,689,1804
4,DL,ATL,IAH,2150,3,689,2311
7,DL,ATL,IAH,1930,3,689,2048
7,DL,ATL,IAH,1546,3,689,1713
1,DL,ATL,IAH,1620,4,689,1744
2,DL,ATL,IAH,1640,4,689,1805
5,DL,ATL,IAH,730,4,689,846
5,UA,ATL,IAH,730,4,689,846
5,WN,ATL,IAH,730,5,689,846
7,DL,ATL,IAH,1930,5,689,2048
3,EV,ATL,IAH,1710,6,689,1830
3,EV,ATL,IAH,1715,7,689,1835
7,DL,ATL,IAH,1546,7,689,1713
6,DL,ATL,IAH,1903,8,689,2025
2,DL,ATL,IAH,1645,9,689,1808
6,US,ATL,IAH,1903,10,689,2025
4,WN,ATL,IAH,600,12,689,716
7,EV,ATL,IAH,1915,12,689,2039
1,DL,ATL,IAH,913,13,689,1031
1,EV,ATL,IAH,920,14,689,1040
3,DL,ATL,IAH,1715,18,689,1835
3,EV,ATL,IAH,1640,19,689,1804
3,DL,ATL,IAH,1640,20,689,1804
1,DL,ATL,IAH,1600,23,689,1719
7,DL,ATL,IAH,1903,24,689,2025
3,DL,ATL,IAH,1640,30,689,1804
2,EV,ATL,IAH,1603,31,689,1730
2,EV,ATL,IAH,1603,34,689,1730
1,WN,ATL,IAH,1546,35,689,1713
2,DL,ATL,IAH,1600,41,689,1719
1,EV,ATL,IAH,1903,44,689,2025
2,EV,ATL,IAH,1546,44,689,1713
3,DL,ATL,IAH,1640,47,689,1804
1,DL,ATL,IAH,1903,50,689,2025
2,EV,ATL,IAH,1546,51,689,1713
2,DL,ATL,TUL,1340,-6,674,1454
2,DL,ATL,TUL,1340,-5,674,1454
2,DL,ATL,TUL,2034,-2,674,2149
4,DL,ATL,TUL,1050,-2,674,1206
2,DL,ATL,TUL,1340,-1,674,1454
2,DL,ATL,TUL,1630,-1,674,1740
2,DL,ATL,TUL,1630,-1,674,1739
2,DL,ATL,TUL,2036,-1,674,2151
4,DL,ATL,TUL,1050,-1,674,1206
4,DL,ATL,TUL,1050,-1,674,1206
2,DL,ATL,TUL,942,0,674,1055
2,DL,ATL,TUL,2034,0,674,2149
4,DL,ATL,TUL,1052,0,674,1202
5,EV,ATL,TUL,1059,0,674,1209
1,DL,ATL,TUL,1616,2,674,1729
1,DL,ATL,TUL,1616,2,674,1729
1,WN,ATL,TUL,1616,2,674,1729
2,DL,ATL,TUL,2034,2,674,2149
1,DL,ATL,TUL,1616,5,674,1729
2,DL,ATL,TUL,2034,8,674,2148
3,WN,ATL,TUL,1340,13,674,1454
5,DL,ATL,TUL,1052,16,674,1202
2,DL,ATL,TUL,1616,21,674,1729
3,WN,ATL,TUL,942,24,674,1055
3,DL,ATL,TUL,2034,25,674,2149
3,DL,ATL,TUL,1340,27,674,1454
2,EV,ATL,TUL,1616,29,674,1729
4,DL,ATL,TUL,1340,31,674,1454
4,DL,ATL,TUL,2034,37,674,2149
4,DL,ATL,TUL,2036,49,674,2151
7,EV,ATL,TUL,1455,51,674,1607
4,DL,ATL,MKE,1455,-7,669,1600
4,DL,ATL,MKE,1455,-7,669,1600
5,DL,ATL,MKE,2210,-7,669,2313
6,DL,ATL,MKE,1200,-7,669,1310
6,DL,ATL,MKE,1200,-7,669,1310
7,DL,ATL,MKE,1540,-7,669,1650
7,DL,ATL,MKE,1540,-7,669,1650
7,DL,ATL,MKE,1545,-7,669,1655
4,DL,ATL,MKE,1455,-6,669,1600
5,F9,ATL,MKE,805,-6,669,913
6,DL,ATL,MKE,1200,-6,669,1310
2,DL,ATL,MKE,2035,-5,669,2145
3,WN,ATL,MKE,2055,-5,669,2210
5,DL,ATL,MKE,1858,-5,669,2005
5,DL,ATL,MKE,805,-5,669,913
5,DL,ATL,MKE,2210,-5,669,2313
6,DL,ATL,MKE,1200,-5,669,1310
7,DL,ATL,MKE,1540,-5,669,1650
7,DL,ATL,MKE,1540,-5,669,1650
7,DL,ATL,MKE,1545,-5,669,1655
5,DL,ATL,MKE,2210,-2,669,2313
5,DL,ATL,MKE,805,-2,669,913
6,DL,ATL,MKE,840,-2,669,946
1,DL,ATL,MKE,1610,0,669,1717
4,WN,ATL,MKE,1035,0,669,1140
5,DL,ATL,MKE,1858,0,669,2005
5,EV,ATL,MKE,1858,0,669,2005
6,DL,ATL,MKE,840,0,669,946
7,DL,ATL,MKE,1200,0,669,1310
3,WN,ATL,MKE,2055,1,669,2210
5,DL,ATL,MKE,1858,1,669,2004
5,DL,ATL,MKE,1858,1,669,2005
5,DL,ATL,MKE,805,1,669,913
7,DL,ATL,MKE,1200,2,669,1310
3,DL,ATL,MKE,1350,3,669,1456
4,WN,ATL,MKE,1035,3,669,1140
5,DL,ATL,MKE,2210,3,669,2311
7,DL,ATL,MKE,1545,5,669,1655
2,DL,ATL,MKE,2035,9,669,2145
6,DL,ATL,MKE,1455,16,669,1600
3,DL,ATL,MKE,2040,19,669,2147
5,DL,ATL,MKE,1035,20,669,1140
6,DL,ATL,MKE,2210,21,669,2313
6,DL,ATL,MKE,2210,21,669,2313
3,DL,ATL,MKE,2035,22,669,2145
3,DL,ATL,MKE,2035,22,669,2145
3,EV,ATL,MKE,2040,23,669,2147
3,DL,ATL,MKE,2035,26,669,2145
1,WN,ATL,MKE,1612,12,669,1719
3,DL,ATL,MKE,2035,27,669,2145
5,DL,ATL,MKE,2150,37,669,2255
7,EV,ATL,MKE,1455,39,669,1600
1,DL,ATL,MKE,1904,40,669,2009
4,WN,ATL,MKE,2045,44,669,2200
1,EV,ATL,MKE,1858,52,669,2005
4,DL,ATL,MKE,2050,56,669,2200
1,EV,ATL,MKE,1904,72,669,2009
6,DL,ATL,PHL,835,-14,666,1037
4,DL,ATL,PHL,630,-10,666,828
4,DL,ATL,PHL,630,-9,666,827
4,DL,ATL,PHL,1440,-8,666,1640
4,DL,ATL,PHL,630,-8,666,828
4,DL,ATL,PHL,1055,-8,666,1251
4,DL,ATL,PHL,630,-8,666,827
4,DL,ATL,PHL,1055,-7,666,1251
4,DL,ATL,PHL,630,-7,666,828
4,DL,ATL,PHL,1440,-7,666,1639
6,DL,ATL,PHL,835,-7,666,1037
2,DL,ATL,PHL,1000,-6,666,1203
4,DL,ATL,PHL,1440,-6,666,1640
4,DL,ATL,PHL,630,-6,666,826
4,DL,ATL,PHL,630,-6,666,828
4,DL,ATL,PHL,630,-6,666,828
5,DL,ATL,PHL,1113,-6,666,1313
5,DL,ATL,PHL,1116,-6,666,1319
6,DL,ATL,PHL,835,-6,666,1037
2,DL,ATL,PHL,2040,-2,666,2245
3,DL,ATL,PHL,1700,-2,666,1903
4,DL,ATL,PHL,725,-2,666,925
4,DL,ATL,PHL,1740,-2,666,1943
4,DL,ATL,PHL,725,-2,666,925
5,DL,ATL,PHL,2155,-2,666,2353
5,DL,ATL,PHL,2155,-2,666,2353
5,DL,ATL,PHL,2155,-2,666,2353
6,DL,ATL,PHL,1915,-2,666,2117
4,DL,ATL,PHL,1740,-1,666,1943
4,DL,ATL,PHL,1740,-1,666,1943
4,DL,ATL,PHL,1440,-1,666,1640
5,DL,ATL,PHL,1055,-1,666,1251
5,DL,ATL,PHL,1110,-1,666,1310
5,DL,ATL,PHL,1110,-1,666,1309
5,DL,ATL,PHL,2155,-1,666,2352
6,DL,ATL,PHL,1915,-1,666,2117
7,DL,ATL,PHL,1540,-1,666,1745
7,DL,ATL,PHL,1540,-1,666,1745
1,DL,ATL,PHL,1230,0,666,1433
2,WN,ATL,PHL,2045,0,666,2255
4,DL,ATL,PHL,1420,0,666,1620
4,DL,ATL,PHL,1740,0,666,1942
4,DL,ATL,PHL,630,0,666,828
4,NK,ATL,PHL,1740,0,666,1943
5,DL,ATL,PHL,1116,0,666,1319
5,DL,ATL,PHL,725,0,666,925
5,DL,ATL,PHL,810,0,666,1015
5,EV,ATL,PHL,2155,0,666,2352
5,WN,ATL,PHL,1506,0,666,1713
6,DL,ATL,PHL,1915,0,666,2117
7,DL,ATL,PHL,1915,0,666,2117
7,UA,ATL,PHL,1915,0,666,2117
1,DL,ATL,PHL,1230,1,666,1433
2,F9,ATL,PHL,1628,1,666,1832
5,DL,ATL,PHL,1506,1,666,1713
5,DL,ATL,PHL,1506,1,666,1713
5,EV,ATL,PHL,1110,1,666,1310
1,WN,ATL,PHL,1948,0,666,2149
4,DL,ATL,PHL,1740,2,666,1943
6,DL,ATL,PHL,1510,2,666,1718
3,DL,ATL,PHL,2045,3,666,2255
4,DL,ATL,PHL,1440,3,666,1640
5,DL,ATL,PHL,1110,3,666,1310
4,DL,ATL,PHL,1740,4,666,1943
7,OO,ATL,PHL,1915,4,666,2117
5,EV,ATL,PHL,2155,5,666,2353
3,DL,ATL,PHL,2045,6,666,2255
3,WN,ATL,PHL,1351,6,666,1553
3,WN,ATL,PHL,2045,7,666,2255
4,DL,ATL,PHL,1740,7,666,1943
4,EV,ATL,PHL,2125,7,666,2330
6,AA,ATL,PHL,1506,7,666,1713
6,DL,ATL,PHL,1506,9,666,1713
7,EV,ATL,PHL,1915,9,666,2117
4,DL,ATL,PHL,1740,11,666,1943
3,DL,ATL,PHL,2045,12,666,2255
5,AA,ATL,PHL,2155,12,666,2353
5,DL,ATL,PHL,1055,12,666,1251
1,EV,ATL,PHL,1230,13,666,1433
6,DL,ATL,PHL,1110,13,666,1310
7,WN,ATL,PHL,1540,13,666,1745
2,EV,ATL,PHL,1630,14,666,1835
3,AA,ATL,PHL,2045,15,666,2255
5,DL,ATL,PHL,1445,15,666,1644
6,EV,ATL,PHL,1113,15,666,1313
1,EV,ATL,PHL,1250,17,666,1452
3,DL,ATL,PHL,2045,19,666,2255
5,EV,ATL,PHL,2155,19,666,2353
7,DL,ATL,PHL,1915,19,666,2117
1,DL,ATL,PHL,1959,20,666,2200
4,DL,ATL,PHL,1351,20,666,1553
7,EV,ATL,PHL,1915,20,666,2117
4,DL,ATL,PHL,2045,21,666,2255
1,DL,ATL,PHL,1948,22,666,2149
3,DL,ATL,PHL,2040,22,666,2245
4,DL,ATL,PHL,2045,22,666,2255
1,DL,ATL,PHL,1230,23,666,1433
3,EV,ATL,PHL,2040,23,666,2245
4,DL,ATL,PHL,1355,23,666,1601
5,DL,ATL,PHL,1445,23,666,1646
3,DL,ATL,PHL,2040,25,666,2245
7,DL,ATL,PHL,840,28,666,1039
4,DL,ATL,PHL,1351,29,666,1555
7,EV,ATL,PHL,1506,30,666,1713
4,DL,ATL,PHL,630,36,666,826
5,DL,ATL,PHL,2125,36,666,2330
1,EV,ATL,PHL,1945,37,666,2143
6,AA,ATL,PHL,1055,38,666,1305
1,DL,ATL,PHL,1540,39,666,1745
6,AA,ATL,PHL,2150,40,666,2351
6,DL,ATL,PHL,1055,40,666,1251
5,WN,ATL,PHL,2125,43,666,2330
6,EV,ATL,PHL,1110,43,666,1310
7,DL,ATL,PHL,1455,45,666,1655
6,DL,ATL,PHL,1055,47,666,1252
1,DL,ATL,PHL,1915,48,666,2117
4,DL,ATL,PHL,1000,50,666,1203
7,DL,ATL,PHL,1506,50,666,1713
5,OO,ATL,PHL,1740,59,666,1943
4,EV,ATL,PHL,2045,63,666,2255
4,WN,ATL,PHL,1628,77,666,1832
6,NK,ATL,PHL,2155,105,666,2353
1,DL,ATL,PHL,1355,135,666,1601
1,DL,ATL,PHL,1700,166,666,1903
5,DL,ATL,EYW,1900,-5,646,2050
5,DL,ATL,EYW,1512,-5,646,1706
5,DL,ATL,EYW,1512,-5,646,1706
1,DL,ATL,EYW,1240,-4,646,1433
5,DL,ATL,EYW,1900,-4,646,2050
5,DL,ATL,EYW,1900,-3,646,2050
2,DL,ATL,EYW,945,-2,646,1141
1,EV,ATL,EYW,940,0,646,1133
6,EV,ATL,EYW,1512,0,646,1706
1,DL,ATL,EYW,1240,1,646,1434
6,US,ATL,EYW,1900,2,646,2049
2,WN,ATL,EYW,940,10,646,1133
7,WN,ATL,EYW,1900,23,646,2050
2,NK,ATL,FNT,2045,-6,645,2244
2,DL,ATL,FNT,2044,-5,645,2243
2,DL,ATL,FNT,2045,-5,645,2244
4,WN,ATL,FNT,1454,-5,645,1655
2,DL,ATL,FNT,2045,-4,645,2244
5,DL,ATL,FNT,1100,-4,645,1300
5,DL,ATL,FNT,1510,-3,645,1709
2,DL,ATL,FNT,2045,-2,645,2244
2,DL,ATL,FNT,2045,-2,645,2244
3,DL,ATL,FNT,2056,-2,645,2256
5,OO,ATL,FNT,1510,-2,645,1709
1,EV,ATL,FNT,933,0,645,1130
2,WN,ATL,FNT,2045,0,645,2244
6,WN,ATL,FNT,1510,1,645,1709
3,DL,ATL,FNT,2056,2,645,2256
3,DL,ATL,FNT,2045,4,645,2244
3,DL,ATL,FNT,2045,7,645,2244
3,EV,ATL,FNT,2045,10,645,2244
3,EV,ATL,FNT,2044,15,645,2243
4,AA,ATL,FNT,2045,36,645,2244
5,DL,ATL,FNT,2056,65,645,2256
6,DL,ATL,GRR,1205,-8,640,1400
2,DL,ATL,GRR,2035,-4,640,2233
2,DL,ATL,GRR,2035,-1,640,2233
2,DL,ATL,GRR,2035,-1,640,2233
3,DL,ATL,GRR,2051,-1,640,2249
1,DL,ATL,GRR,940,0,640,1135
2,DL,ATL,GRR,2035,0,640,2233
2,DL,ATL,GRR,2035,0,640,2233
2,DL,ATL,GRR,2035,0,640,2233
2,EV,ATL,GRR,2035,0,640,2233
2,EV,ATL,GRR,2035,0,640,2233
2,WN,ATL,GRR,2035,0,640,2233
7,WN,ATL,GRR,1205,0,640,1400
2,WN,ATL,GRR,2035,1,640,2233
2,WN,ATL,GRR,2035,1,640,2233
7,DL,ATL,GRR,1205,4,640,1400
7,DL,ATL,GRR,1205,4,640,1400
2,DL,ATL,GRR,2035,5,640,2233
4,DL,ATL,GRR,1040,9,640,1239
2,WN,ATL,GRR,2035,10,640,2233
1,DL,ATL,GRR,919,13,640,1107
1,EV,ATL,GRR,919,16,640,1109
4,DL,ATL,GRR,2035,39,640,2231
1,DL,ATL,GRR,1205,48,640,1400
5,EV,ATL,GRR,2035,105,640,2233
2,DL,ATL,MLI,955,-7,633,1052
2,DL,ATL,MLI,955,-6,633,1053
5,MQ,ATL,MLI,1100,-6,633,1201
2,DL,ATL,MLI,955,-5,633,1053
6,DL,ATL,MLI,1517,-5,633,1615
2,DL,ATL,MLI,955,-4,633,1053
6,DL,ATL,MLI,1517,-4,633,1615
2,DL,ATL,MLI,955,-3,633,1053
2,DL,ATL,MLI,955,-3,633,1053
2,DL,ATL,MLI,955,-3,633,1053
6,DL,ATL,MLI,1517,-2,633,1615
6,DL,ATL,MLI,1517,-1,633,1615
6,WN,ATL,MLI,1517,-1,633,1615
3,EV,ATL,MLI,2057,0,633,2154
2,DL,ATL,MLI,2033,2,633,2129
2,DL,ATL,MLI,2033,2,633,2129
2,DL,ATL,MLI,955,3,633,1053
2,DL,ATL,MLI,2033,4,633,2129
2,DL,ATL,MLI,2033,5,633,2129
3,EV,ATL,MLI,955,8,633,1053
2,DL,ATL,MLI,1321,9,633,1417
2,DL,ATL,MLI,2033,13,633,2129
5,UA,ATL,MLI,1100,13,633,1201
3,DL,ATL,MLI,2033,16,633,2129
3,DL,ATL,MLI,2033,17,633,2129
3,DL,ATL,MLI,2033,18,633,2129
7,DL,ATL,MLI,1517,19,633,1615
3,DL,ATL,MLI,955,20,633,1053
3,EV,ATL,MLI,2033,22,633,2129
3,NK,ATL,MLI,2033,22,633,2129
3,DL,ATL,MLI,2033,24,633,2129
3,WN,ATL,MLI,2033,25,633,2129
3,US,ATL,MLI,1321,40,633,1417
4,DL,ATL,MLI,2033,40,633,2129
4,DL,ATL,MLI,2033,44,633,2129
5,EV,ATL,MLI,2033,81,633,2128
2,DL,ATL,MLI,1455,107,633,1553
5,DL,ATL,MLI,2033,111,633,2129
2,DL,ATL,MDT,2046,-5,620,2230
1,DL,ATL,MDT,939,-4,620,1130
3,DL,ATL,MDT,2054,-4,620,2239
2,WN,ATL,MDT,2046,-3,620,2230
3,DL,ATL,MDT,2054,-1,620,2239
