DAY_OF_WEEK,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,DISTANCE,SCHEDULED_ARRIVAL
4,DL,ATL,CLT,1040,-6,226,1158
5,DL,ATL,CLT,1120,-6,226,1234
7,DL,ATL,CLT,850,-6,226,1007
3,DL,ATL,CLT,1725,-5,226,1835
3,DL,ATL,CLT,1725,-5,226,1836
3,DL,ATL,CLT,1735,-5,226,1848
4,DL,ATL,CLT,725,-5,226,843
4,DL,ATL,CLT,725,-5,226,843
4,DL,ATL,CLT,700,-5,226,813
4,DL,ATL,CLT,1759,-5,226,1910
4,DL,ATL,CLT,1040,-5,226,1158
6,DL,ATL,CLT,1530,-5,226,1644
4,DL,ATL,CLT,2151,-4,226,2302
4,DL,ATL,CLT,550,-4,226,657
4,DL,ATL,CLT,700,-4,226,813
2,DL,ATL,CLT,1345,-3,226,1455
3,DL,ATL,CLT,1005,-3,226,1120
3,DL,ATL,CLT,1355,-3,226,1507
4,DL,ATL,CLT,550,-3,226,656
4,DL,ATL,CLT,1759,-3,226,1910
4,DL,ATL,CLT,1759,-3,226,1910
6,DL,ATL,CLT,1530,-3,226,1644
1,DL,ATL,CLT,1620,-2,226,1735
1,DL,ATL,CLT,1620,-2,226,1735
1,DL,ATL,CLT,1959,-2,226,2114
1,OO,ATL,CLT,1620,-2,226,1735
2,DL,ATL,CLT,2040,-2,226,2148
2,DL,ATL,CLT,2040,-2,226,2148
3,DL,ATL,CLT,1735,-2,226,1848
3,DL,ATL,CLT,1725,-2,226,1836
4,DL,ATL,CLT,725,-2,226,843
4,DL,ATL,CLT,725,-2,226,843
4,DL,ATL,CLT,1759,-2,226,1910
4,DL,ATL,CLT,2151,-2,226,2302
4,DL,ATL,CLT,2151,-2,226,2302
5,DL,ATL,CLT,1120,-2,226,1234
5,DL,ATL,CLT,1120,-2,226,1234
5,DL,ATL,CLT,1120,-2,226,1234
6,DL,ATL,CLT,1530,-2,226,1644
7,DL,ATL,CLT,1930,-2,226,2043
7,DL,ATL,CLT,845,-2,226,1000
3,DL,ATL,CLT,1005,-1,226,1119
3,DL,ATL,CLT,1355,-1,226,1503
3,DL,ATL,CLT,1355,-1,226,1507
4,DL,ATL,CLT,2151,-1,226,2300
5,DL,ATL,CLT,1120,-1,226,1234
5,DL,ATL,CLT,1120,-1,226,1234
5,DL,ATL,CLT,1120,-1,226,1234
5,DL,ATL,CLT,1120,-1,226,1234
7,DL,ATL,CLT,1930,-1,226,2043
7,DL,ATL,CLT,1930,-1,226,2043
1,DL,ATL,CLT,1959,0,226,2113
1,DL,ATL,CLT,1959,0,226,2114
3,DL,ATL,CLT,1355,0,226,1504
3,DL,ATL,CLT,1355,0,226,1505
4,DL,ATL,CLT,1759,0,226,1910
4,DL,ATL,CLT,1735,0,226,1848
4,DL,ATL,CLT,2151,0,226,2301
4,EV,ATL,CLT,1800,0,226,1916
5,DL,ATL,CLT,725,0,226,843
7,DL,ATL,CLT,845,0,226,1000
7,DL,ATL,CLT,1930,0,226,2043
7,OO,ATL,CLT,1930,0,226,2043
2,DL,ATL,CLT,2040,1,226,2148
2,EV,ATL,CLT,2040,1,226,2148
4,EV,ATL,CLT,2151,1,226,2301
3,DL,ATL,CLT,1355,2,226,1505
5,DL,ATL,CLT,2151,2,226,2302
1,DL,ATL,CLT,1959,3,226,2114
4,DL,ATL,CLT,1800,3,226,1916
5,DL,ATL,CLT,2151,3,226,2302
7,DL,ATL,CLT,1530,4,226,1644
1,DL,ATL,CLT,1959,5,226,2114
4,WN,ATL,CLT,1040,5,226,1158
1,DL,ATL,CLT,1959,6,226,2114
5,EV,ATL,CLT,2151,7,226,2302
7,EV,ATL,CLT,845,7,226,1000
1,DL,ATL,CLT,1930,8,226,2043
1,EV,ATL,CLT,1935,8,226,2048
1,NK,ATL,CLT,1930,8,226,2043
6,DL,ATL,CLT,1507,8,226,1620
4,AA,ATL,CLT,1735,9,226,1848
7,DL,ATL,CLT,1915,9,226,2028
7,DL,ATL,CLT,1915,9,226,2028
4,DL,ATL,CLT,1759,10,226,1910
4,WN,ATL,CLT,1800,10,226,1916
1,EV,ATL,CLT,1930,11,226,2043
1,WN,ATL,CLT,1959,13,226,2114
1,DL,ATL,CLT,1935,15,226,2048
1,EV,ATL,CLT,1930,16,226,2043
3,EV,ATL,CLT,1345,16,226,1455
4,DL,ATL,CLT,700,17,226,813
3,DL,ATL,CLT,1345,18,226,1454
4,US,ATL,CLT,1355,18,226,1507
1,DL,ATL,CLT,1930,19,226,2043
1,EV,ATL,CLT,1240,19,226,1350
4,DL,ATL,CLT,1735,21,226,1848
4,EV,ATL,CLT,1355,23,226,1507
1,WN,ATL,CLT,1935,26,226,2048
7,EV,ATL,CLT,1855,26,226,2005
1,EV,ATL,CLT,1959,27,226,2113
1,WN,ATL,CLT,1959,27,226,2114
4,UA,ATL,CLT,1725,32,226,1836
4,EV,ATL,CLT,2045,34,226,2153
3,UA,ATL,CLT,1620,35,226,1735
3,DL,ATL,CLT,1620,36,226,1735
4,DL,ATL,CLT,2035,36,226,2143
6,DL,ATL,CLT,1120,37,226,1234
5,DL,ATL,CLT,1030,38,226,1145
1,DL,ATL,CLT,840,39,226,955
2,AA,ATL,CLT,1530,58,226,1644
6,WN,ATL,CLT,725,64,226,843
6,EV,ATL,CLT,1935,202,226,2048
5,DL,ATL,TLH,2205,-10,223,2312
5,DL,ATL,TLH,2205,-7,223,2311
5,DL,ATL,TLH,2205,-5,223,2312
5,DL,ATL,TLH,2205,-4,223,2312
5,DL,ATL,TLH,2205,-4,223,2312
5,DL,ATL,TLH,2205,-4,223,2312
6,WN,ATL,TLH,1128,-4,223,1233
7,DL,ATL,TLH,905,-4,223,1015
7,WN,ATL,TLH,905,-4,223,1015
3,DL,ATL,TLH,1355,-3,223,1500
5,DL,ATL,TLH,2205,-3,223,2312
5,DL,ATL,TLH,2205,-3,223,2312
6,DL,ATL,TLH,835,-3,223,941
7,DL,ATL,TLH,905,-3,223,1015
1,DL,ATL,TLH,2000,-2,223,2106
1,DL,ATL,TLH,2000,-2,223,2106
1,DL,ATL,TLH,2000,-2,223,2106
3,DL,ATL,TLH,1355,-2,223,1500
5,DL,ATL,TLH,1105,-2,223,1212
6,DL,ATL,TLH,825,-1,223,931
1,EV,ATL,TLH,2000,0,223,2106
3,DL,ATL,TLH,1355,0,223,1500
5,DL,ATL,TLH,1105,0,223,1212
1,DL,ATL,TLH,2000,3,223,2106
1,DL,ATL,TLH,2000,4,223,2106
4,DL,ATL,TLH,2108,7,223,2215
6,DL,ATL,TLH,1131,8,223,1236
1,DL,ATL,TLH,1614,12,223,1719
1,DL,ATL,TLH,2000,17,223,2106
2,WN,ATL,TLH,1610,18,223,1714
2,WN,ATL,TLH,1614,21,223,1719
1,DL,ATL,TLH,2000,25,223,2106
1,WN,ATL,TLH,1614,3,223,1718
4,DL,ATL,TLH,1410,33,223,1515
6,WN,ATL,TLH,1355,85,223,1500
1,AA,ATL,TLH,1751,144,223,1855
4,WN,ATL,TLH,1105,204,223,1212
4,DL,ATL,SAV,1455,-8,214,1558
2,DL,ATL,SAV,1640,-7,214,1744
2,OO,ATL,SAV,2050,-6,214,2152
2,DL,ATL,BNA,952,-5,214,1002
2,DL,ATL,SAV,1640,-5,214,1744
2,DL,ATL,SAV,950,-5,214,1054
4,DL,ATL,BNA,2145,-5,214,2153
5,DL,ATL,BNA,1905,-5,214,1916
6,DL,ATL,SAV,1915,-5,214,2019
6,OO,ATL,SAV,835,-5,214,937
2,DL,ATL,SAV,1640,-4,214,1744
2,DL,ATL,SAV,1640,-4,214,1744
2,DL,ATL,BNA,1645,-4,214,1650
2,WN,ATL,SAV,1640,-4,214,1743
6,DL,ATL,BNA,2250,-4,214,2253
6,DL,ATL,BNA,1906,-4,214,1915
2,DL,ATL,SAV,1640,-3,214,1744
2,DL,ATL,SAV,1640,-3,214,1744
2,DL,ATL,SAV,1640,-3,214,1744
2,DL,ATL,SAV,1640,-3,214,1744
2,DL,ATL,BNA,1645,-3,214,1650
6,DL,ATL,SAV,2255,-3,214,2355
6,DL,ATL,SAV,1915,-3,214,2020
1,DL,ATL,SAV,1246,-2,214,1350
2,DL,ATL,SAV,950,-2,214,1054
2,DL,ATL,BNA,952,-2,214,1002
2,DL,ATL,BNA,1340,-2,214,1344
2,DL,ATL,SAV,1640,-2,214,1744
2,DL,ATL,BNA,1645,-2,214,1650
2,DL,ATL,BNA,952,-2,214,1001
2,DL,ATL,BNA,952,-2,214,1002
3,DL,ATL,SAV,2050,-2,214,2152
3,DL,ATL,SAV,2050,-2,214,2152
3,DL,ATL,SAV,2050,-2,214,2152
4,DL,ATL,BNA,1755,-2,214,1801
5,DL,ATL,BNA,1510,-2,214,1517
6,DL,ATL,SAV,1915,-2,214,2020
6,DL,ATL,BNA,2250,-2,214,2253
6,DL,ATL,BNA,2250,-2,214,2253
2,AA,ATL,SAV,1640,-1,214,1744
2,DL,ATL,SAV,950,-1,214,1054
2,DL,ATL,SAV,950,-1,214,1054
2,DL,ATL,SAV,950,-1,214,1054
2,DL,ATL,BNA,1340,-1,214,1344
2,DL,ATL,BNA,1645,-1,214,1650
2,DL,ATL,BNA,1645,-1,214,1650
2,DL,ATL,BNA,2045,-1,214,2053
2,DL,ATL,BNA,2045,-1,214,2053
2,WN,ATL,SAV,1640,-1,214,1744
5,DL,ATL,BNA,1110,-1,214,1122
6,DL,ATL,SAV,1915,-1,214,2020
6,DL,ATL,SAV,835,-1,214,937
6,DL,ATL,SAV,2255,-1,214,2355
6,DL,ATL,BNA,830,-1,214,839
6,DL,ATL,BNA,1906,-1,214,1915
1,DL,ATL,SAV,1246,0,214,1350
1,UA,ATL,SAV,1246,0,214,1350
2,DL,ATL,SAV,950,0,214,1054
2,DL,ATL,SAV,2030,0,214,2132
2,DL,ATL,BNA,2045,0,214,2053
2,EV,ATL,SAV,1640,0,214,1744
2,EV,ATL,SAV,1640,0,214,1744
3,DL,ATL,SAV,1000,0,214,1103
3,DL,ATL,SAV,2050,0,214,2151
3,EV,ATL,SAV,1000,0,214,1103
5,EV,ATL,SAV,2155,0,214,2256
6,DL,ATL,SAV,1515,0,214,1621
6,DL,ATL,SAV,835,0,214,937
6,DL,ATL,SAV,2255,0,214,2355
6,DL,ATL,BNA,830,0,214,839
2,DL,ATL,BNA,2045,1,214,2053
2,DL,ATL,BNA,2045,1,214,2053
2,EV,ATL,BNA,1645,1,214,1650
2,WN,ATL,BNA,2045,1,214,2053
3,DL,ATL,SAV,2050,1,214,2152
6,DL,ATL,BNA,1510,1,214,1517
6,DL,ATL,BNA,1906,1,214,1915
7,DL,ATL,SAV,1915,1,214,2020
7,DL,ATL,SAV,1915,1,214,2020
6,DL,ATL,SAV,835,2,214,937
6,DL,ATL,BNA,1906,2,214,1915
6,DL,ATL,BNA,1515,2,214,1524
3,DL,ATL,BNA,2045,3,214,2053
3,DL,ATL,BNA,2045,3,214,2053
3,WN,ATL,SAV,2055,3,214,2157
7,DL,ATL,SAV,1915,3,214,2019
2,NK,ATL,SAV,1640,6,214,1743
2,US,ATL,SAV,1640,6,214,1744
5,DL,ATL,BNA,2155,7,214,2202
2,EV,ATL,BNA,1645,8,214,1650
6,DL,ATL,SAV,2255,8,214,2355
7,DL,ATL,SAV,1910,8,214,2015
7,EV,ATL,SAV,1915,8,214,2020
3,DL,ATL,BNA,2045,9,214,2053
7,F9,ATL,BNA,1906,9,214,1915
3,DL,ATL,BNA,952,11,214,1002
3,WN,ATL,SAV,2050,12,214,2152
5,DL,ATL,BNA,2145,13,214,2153
5,EV,ATL,BNA,1106,13,214,1116
7,OO,ATL,SAV,1915,14,214,2020
3,DL,ATL,BNA,2045,16,214,2053
3,DL,ATL,BNA,2040,17,214,2049
5,DL,ATL,BNA,2145,17,214,2153
6,DL,ATL,SAV,2255,19,214,2355
7,EV,ATL,BNA,1906,22,214,1915
1,DL,ATL,SAV,1915,23,214,2020
3,F9,ATL,BNA,1645,23,214,1650
7,DL,ATL,BNA,1906,23,214,1915
6,DL,ATL,SAV,2255,26,214,2355
4,DL,ATL,BNA,1345,27,214,1349
5,DL,ATL,BNA,2156,27,214,2204
7,WN,ATL,BNA,1906,28,214,1915
4,EV,ATL,BNA,2045,35,214,2053
6,WN,ATL,SAV,2255,45,214,2355
4,DL,ATL,BNA,952,46,214,1002
6,DL,ATL,BNA,1106,46,214,1116
6,DL,ATL,SAV,2255,51,214,2355
2,NK,ATL,SAV,1535,53,214,1635
6,EV,ATL,BNA,1645,361,214,1650
2,DL,ATL,VLD,2051,-9,208,2151
4,DL,ATL,VLD,1415,-5,208,1514
4,DL,ATL,VLD,1415,-5,208,1515
3,DL,ATL,VLD,2051,-4,208,2152
3,DL,ATL,VLD,2051,-4,208,2152
3,DL,ATL,VLD,2051,-4,208,2152
1,DL,ATL,VLD,939,-2,208,1040
1,DL,ATL,VLD,939,-2,208,1040
3,DL,ATL,VLD,2051,-2,208,2152
3,DL,ATL,VLD,2051,-1,208,2152
7,DL,ATL,VLD,1208,-1,208,1309
3,DL,ATL,VLD,2051,0,208,2152
2,US,ATL,VLD,1625,2,208,1727
5,WN,ATL,VLD,1855,2,208,1956
2,AA,ATL,VLD,939,3,208,1040
2,DL,ATL,VLD,1625,7,208,1727
2,DL,ATL,VLD,939,8,208,1040
2,DL,ATL,VLD,1625,20,208,1727
4,EV,ATL,VLD,2051,26,208,2152
5,EV,ATL,VLD,1625,147,208,1727
6,DL,ATL,CAE,2250,-10,192,2345
6,DL,ATL,CAE,2250,-10,192,2345
5,DL,ATL,CAE,1515,-8,192,1612
5,DL,ATL,CAE,1825,-7,192,1919
4,DL,ATL,CAE,1425,-6,192,1517
5,DL,ATL,CAE,2200,-6,192,2259
6,DL,ATL,CAE,2250,-6,192,2345
2,DL,ATL,CAE,956,-5,192,1057
2,DL,ATL,CAE,2040,-5,192,2138
2,DL,ATL,CAE,2040,-5,192,2138
5,NK,ATL,CAE,2200,-5,192,2259
6,DL,ATL,CAE,2250,-5,192,2345
2,DL,ATL,CAE,2040,-4,192,2138
3,DL,ATL,CAE,1025,-4,192,1125
3,WN,ATL,CAE,1025,-4,192,1125
5,DL,ATL,CAE,1825,-4,192,1919
5,DL,ATL,CAE,1825,-4,192,1919
5,DL,ATL,CAE,1825,-4,192,1919
5,DL,ATL,CAE,2200,-4,192,2259
5,WN,ATL,CAE,815,-4,192,910
2,DL,ATL,CAE,2039,-3,192,2136
2,DL,ATL,CAE,2040,-3,192,2138
3,DL,ATL,CAE,1025,-3,192,1125
4,DL,ATL,CAE,1818,-3,192,1916
5,DL,ATL,CAE,2200,-3,192,2259
6,DL,ATL,CAE,2250,-3,192,2345
6,DL,ATL,CAE,2250,-3,192,2345
1,DL,ATL,CAE,1620,-2,192,1716
5,DL,ATL,CAE,1825,-2,192,1919
6,DL,ATL,CAE,2250,-2,192,2345
6,DL,ATL,CAE,2250,-2,192,2345
6,DL,ATL,CAE,1515,-2,192,1612
6,DL,ATL,CAE,2250,-2,192,2345
6,DL,ATL,CAE,2255,-2,192,2351
2,DL,ATL,CAE,2040,-1,192,2138
3,DL,ATL,CAE,1357,-1,192,1455
4,DL,ATL,CAE,1425,-1,192,1520
5,DL,ATL,CAE,1825,-1,192,1919
6,DL,ATL,CAE,2250,-1,192,2345
6,DL,ATL,CAE,1130,-1,192,1228
6,DL,ATL,CAE,1130,-1,192,1228
6,DL,ATL,CAE,1515,-1,192,1612
3,DL,ATL,CAE,1357,0,192,1455
3,EV,ATL,CAE,1357,0,192,1455
3,EV,ATL,CAE,1357,0,192,1455
3,EV,ATL,CAE,1357,0,192,1455
3,UA,ATL,CAE,1357,0,192,1455
5,DL,ATL,CAE,1825,0,192,1919
5,DL,ATL,CAE,1825,0,192,1919
5,DL,ATL,CAE,1825,0,192,1919
6,EV,ATL,CAE,815,0,192,910
2,NK,ATL,CAE,2040,2,192,2138
2,UA,ATL,CAE,2040,2,192,2138
2,DL,ATL,CAE,940,3,192,1041
3,DL,ATL,CAE,1357,3,192,1455
2,DL,ATL,CAE,2040,4,192,2138
4,DL,ATL,CAE,1425,5,192,1520
6,DL,ATL,CAE,810,6,192,904
2,EV,ATL,CAE,1624,7,192,1720
3,DL,ATL,CAE,2040,8,192,2138
2,DL,ATL,CAE,1624,9,192,1720
5,DL,ATL,CAE,1825,12,192,1919
5,DL,ATL,CAE,1825,13,192,1919
2,WN,ATL,CAE,1628,14,192,1724
4,EV,ATL,CAE,1357,17,192,1455
5,US,ATL,CAE,1828,17,192,1923
5,EV,ATL,CAE,2200,20,192,2258
6,DL,ATL,CAE,2255,21,192,2351
3,DL,ATL,CAE,1000,22,192,1100
5,DL,ATL,CAE,1825,24,192,1919
7,EV,ATL,CAE,1515,25,192,1612
1,EV,ATL,CAE,1218,26,192,1315
2,DL,ATL,CAE,1611,26,192,1706
4,DL,ATL,CAE,2040,28,192,2138
3,EV,ATL,CAE,1628,37,192,1724
4,OO,ATL,CAE,2040,37,192,2136
6,DL,ATL,CAE,1825,48,192,1919
1,WN,ATL,CAE,1515,49,192,1612
2,EV,ATL,CAE,1930,76,192,2028
4,EV,ATL,CAE,1624,83,192,1720
4,DL,ATL,CAE,1628,85,192,1724
3,DL,ATL,DHN,1730,-9,170,1726
3,DL,ATL,DHN,1031,-8,170,1030
2,DL,ATL,DHN,1339,-6,170,1337
2,DL,ATL,DHN,1339,-6,170,1337
7,DL,ATL,DHN,1930,-6,170,1930
2,DL,ATL,DHN,1339,-5,170,1337
7,DL,ATL,DHN,1930,-5,170,1930
2,DL,ATL,DHN,1339,-4,170,1337
2,DL,ATL,DHN,1339,-4,170,1337
3,DL,ATL,DHN,1730,-4,170,1726
3,DL,ATL,DHN,1730,-4,170,1726
3,WN,ATL,DHN,1730,-4,170,1726
3,WN,ATL,DHN,1730,-4,170,1726
3,WN,ATL,DHN,1730,-4,170,1726
7,DL,ATL,DHN,1930,-4,170,1930
7,WN,ATL,DHN,1930,-4,170,1930
2,DL,ATL,DHN,1339,-3,170,1337
3,DL,ATL,DHN,1025,-3,170,1026
3,OO,ATL,DHN,1730,-3,170,1726
3,DL,ATL,DHN,1730,-2,170,1726
7,DL,ATL,DHN,1930,-2,170,1930
7,DL,ATL,DHN,1930,-2,170,1930
7,EV,ATL,DHN,1930,2,170,1930
1,EV,ATL,DHN,1930,13,170,1930
5,DL,ATL,DHN,1031,24,170,1030
3,EV,ATL,DHN,1339,28,170,1337
4,NK,ATL,DHN,1341,28,170,1338
4,DL,ATL,DHN,1730,35,170,1726
4,DL,ATL,DHN,1339,44,170,1337
4,DL,ATL,DHN,1350,47,170,1346
4,DL,ATL,AVL,1754,-9,164,1851
4,DL,ATL,AVL,1754,-8,164,1851
5,DL,ATL,AVL,2201,-8,164,2253
4,DL,ATL,AVL,1754,-7,164,1851
5,DL,ATL,AVL,2201,-7,164,2253
6,DL,ATL,AVL,1143,-7,164,1231
6,DL,ATL,AVL,1525,-7,164,1617
6,DL,ATL,AVL,825,-7,164,920
5,DL,ATL,AVL,2201,-6,164,2253
4,DL,ATL,AVL,1754,-5,164,1851
4,DL,ATL,AVL,1818,-5,164,1915
5,DL,ATL,AVL,2201,-5,164,2253
5,DL,ATL,AVL,2201,-5,164,2253
6,DL,ATL,AVL,1130,-5,164,1219
6,DL,ATL,AVL,1130,-5,164,1219
4,DL,ATL,AVL,1754,-4,164,1851
4,DL,ATL,AVL,1754,-4,164,1849
4,DL,ATL,AVL,1754,-4,164,1851
4,DL,ATL,AVL,1754,-4,164,1851
4,WN,ATL,AVL,1754,-4,164,1851
4,WN,ATL,AVL,1754,-4,164,1851
6,DL,ATL,AVL,1130,-4,164,1219
6,WN,ATL,AVL,1130,-4,164,1219
4,DL,ATL,AVL,1818,-3,164,1915
5,DL,ATL,AVL,2201,-3,164,2252
5,DL,ATL,AVL,2201,-3,164,2253
5,DL,ATL,AVL,2201,-3,164,2253
6,DL,ATL,AVL,1143,-3,164,1231
6,DL,ATL,AVL,1130,-3,164,1219
6,DL,ATL,AVL,1525,-3,164,1617
5,DL,ATL,AVL,2201,-2,164,2252
5,DL,ATL,AVL,2201,-2,164,2253
6,DL,ATL,AVL,1130,-2,164,1219
6,DL,ATL,AVL,1143,-2,164,1231
6,NK,ATL,AVL,1130,-2,164,1219
6,OO,ATL,AVL,1130,-2,164,1219
4,DL,ATL,AVL,1754,-1,164,1849
4,DL,ATL,AVL,1754,-1,164,1851
5,DL,ATL,AVL,2201,-1,164,2253
3,DL,ATL,AVL,2054,0,164,2150
4,EV,ATL,AVL,1754,0,164,1849
5,DL,ATL,AVL,2201,0,164,2253
5,DL,ATL,AVL,2201,0,164,2253
5,DL,ATL,AVL,2201,0,164,2252
6,WN,ATL,AVL,1525,0,164,1617
6,DL,ATL,AVL,1525,2,164,1617
4,DL,ATL,AVL,1050,3,164,1143
5,DL,ATL,AVL,1818,3,164,1915
4,DL,ATL,AVL,1754,5,164,1851
3,EV,ATL,AVL,2054,8,164,2150
4,DL,ATL,AVL,1754,8,164,1851
7,EV,ATL,AVL,1525,11,164,1617
5,AA,ATL,AVL,1100,18,164,1152
4,DL,ATL,AVL,1754,19,164,1851
1,DL,ATL,AVL,906,20,164,958
4,WN,ATL,AVL,1030,21,164,1124
4,DL,ATL,AVL,2054,25,164,2150
3,WN,ATL,AVL,1704,26,164,1757
1,DL,ATL,AVL,906,27,164,958
1,DL,ATL,AVL,906,28,164,958
5,EV,ATL,AVL,1030,43,164,1124
6,DL,ATL,GSP,2250,-9,153,2343
3,DL,ATL,GSP,1025,-8,153,1119
4,DL,ATL,GSP,2145,-8,153,2241
6,DL,ATL,GSP,2250,-7,153,2343
3,DL,ATL,GSP,1025,-6,153,1119
4,DL,ATL,GSP,2145,-6,153,2241
2,DL,ATL,GSP,1636,-5,153,1731
3,DL,ATL,GSP,1025,-5,153,1118
4,DL,ATL,GSP,2145,-5,153,2240
4,DL,ATL,GSP,2145,-5,153,2240
6,DL,ATL,GSP,2250,-5,153,2343
6,DL,ATL,GSP,2250,-5,153,2343
6,DL,ATL,GSP,2250,-5,153,2343
6,DL,ATL,GSP,2250,-5,153,2343
2,DL,ATL,GSP,1341,-4,153,1435
5,DL,ATL,GSP,1856,-4,153,1953
2,DL,ATL,GSP,2045,-3,153,2140
2,DL,ATL,GSP,2045,-3,153,2140
2,DL,ATL,GSP,2045,-3,153,2140
3,DL,ATL,GSP,1025,-3,153,1119
3,DL,ATL,GSP,1025,-3,153,1119
3,DL,ATL,GSP,1707,-3,153,1801
5,DL,ATL,GSP,1510,-3,153,1608
5,DL,ATL,GSP,1856,-3,153,1953
6,DL,ATL,GSP,2250,-3,153,2343
4,DL,ATL,GSP,2145,-2,153,2241
5,DL,ATL,GSP,1856,-2,153,1953
5,DL,ATL,GSP,1856,-2,153,1951
5,NK,ATL,GSP,1856,-2,153,1953
5,US,ATL,GSP,1856,-2,153,1953
6,DL,ATL,GSP,2250,-2,153,2343
6,DL,ATL,GSP,2250,-2,153,2343
2,DL,ATL,GSP,2045,-1,153,2140
2,DL,ATL,GSP,2045,-1,153,2140
2,DL,ATL,GSP,2045,-1,153,2140
2,DL,ATL,GSP,2045,-1,153,2140
5,DL,ATL,GSP,1856,-1,153,1953
7,DL,ATL,GSP,1920,-1,153,2018
1,EV,ATL,GSP,1238,0,153,1336
2,EV,ATL,GSP,2045,0,153,2140
2,WN,ATL,GSP,2045,0,153,2140
3,NK,ATL,GSP,1722,0,153,1815
4,DL,ATL,GSP,2145,0,153,2240
5,EV,ATL,GSP,1856,0,153,1953
5,NK,ATL,GSP,1856,0,153,1953
1,DL,ATL,GSP,1238,1,153,1336
3,DL,ATL,GSP,1722,1,153,1815
3,UA,ATL,GSP,2045,2,153,2140
6,WN,ATL,GSP,1510,2,153,1608
3,DL,ATL,GSP,1722,3,153,1815
3,EV,ATL,GSP,2045,8,153,2140
6,DL,ATL,GSP,1856,8,153,1953
3,DL,ATL,GSP,1722,12,153,1815
4,DL,ATL,GSP,1722,14,153,1815
7,EV,ATL,GSP,1920,16,153,2018
4,DL,ATL,GSP,1722,18,153,1815
4,OO,ATL,GSP,1722,20,153,1815
7,EV,ATL,GSP,1856,25,153,1953
4,DL,ATL,GSP,1722,27,153,1815
4,DL,ATL,GSP,2045,37,153,2140
6,EV,ATL,GSP,2155,38,153,2250
5,DL,ATL,GSP,1025,43,153,1119
6,WN,ATL,GSP,1025,70,153,1119
5,EV,ATL,GSP,1636,119,153,1729
2,EV,ATL,GSP,1341,168,153,1435
2,WN,ATL,GSP,1025,179,153,1119
3,DL,ATL,TYS,1722,-5,152,1813
2,DL,ATL,TYS,1001,-4,152,1057
2,DL,ATL,TYS,1001,-4,152,1056
3,WN,ATL,TYS,1722,-4,152,1813
2,DL,ATL,TYS,1001,-3,152,1055
3,DL,ATL,TYS,1722,-3,152,1813
3,DL,ATL,TYS,1722,-3,152,1813
3,DL,ATL,TYS,1722,-3,152,1813
5,DL,ATL,TYS,815,-3,152,905
2,DL,ATL,TYS,1001,-2,152,1056
2,DL,ATL,TYS,1001,-2,152,1056
3,MQ,ATL,TYS,1001,-2,152,1056
3,UA,ATL,TYS,1001,-2,152,1056
3,US,ATL,TYS,1001,-2,152,1057
4,EV,ATL,TYS,1809,-2,152,1905
3,DL,ATL,TYS,1001,-1,152,1056
3,DL,ATL,TYS,1001,-1,152,1056
3,DL,ATL,TYS,1001,-1,152,1056
3,DL,ATL,TYS,1001,-1,152,1056
3,DL,ATL,TYS,1722,-1,152,1813
3,DL,ATL,TYS,1722,-1,152,1813
3,DL,ATL,TYS,1722,0,152,1813
3,NK,ATL,TYS,1355,3,152,1447
6,DL,ATL,TYS,1505,9,152,1600
6,EV,ATL,TYS,815,10,152,905
4,EV,ATL,TYS,1430,14,152,1520
3,WN,ATL,TYS,1630,29,152,1724
6,EV,ATL,TYS,1809,63,152,1904
1,EV,ATL,TYS,815,71,152,904
1,WN,ATL,TYS,1302,0,152,1352
3,DL,ATL,HSV,1405,-7,151,1401
2,DL,ATL,HSV,1002,-6,151,1003
6,DL,ATL,HSV,1909,-6,151,1911
6,DL,ATL,HSV,1909,-6,151,1911
3,DL,ATL,HSV,1025,-5,151,1025
5,DL,ATL,HSV,2206,-5,151,2205
5,DL,ATL,HSV,2206,-5,151,2205
5,DL,ATL,HSV,2206,-5,151,2205
5,DL,ATL,HSV,2206,-5,151,2203
3,DL,ATL,HSV,1025,-4,151,1025
3,MQ,ATL,HSV,1719,-4,151,1712
5,DL,ATL,HSV,2206,-4,151,2205
6,DL,ATL,HSV,1909,-4,151,1911
3,DL,ATL,HSV,1719,-3,151,1712
3,DL,ATL,HSV,1719,-3,151,1712
5,DL,ATL,HSV,1510,-3,151,1511
5,DL,ATL,HSV,2206,-3,151,2205
5,DL,ATL,HSV,815,-3,151,813
6,DL,ATL,HSV,1909,-3,151,1911
6,DL,ATL,HSV,1909,-3,151,1911
6,DL,ATL,HSV,835,-3,151,834
3,EV,ATL,HSV,1719,-2,151,1712
4,EV,ATL,HSV,1800,-2,151,1757
5,DL,ATL,HSV,1510,-2,151,1512
5,DL,ATL,HSV,2206,-2,151,2205
5,DL,ATL,HSV,2206,-2,151,2205
5,DL,ATL,HSV,2206,-2,151,2205
5,EV,ATL,HSV,2206,-2,151,2205
6,DL,ATL,HSV,1909,-2,151,1911
6,DL,ATL,HSV,1915,-2,151,1914
6,DL,ATL,HSV,835,-2,151,834
6,DL,ATL,HSV,1909,-2,151,1911
6,EV,ATL,HSV,835,-2,151,834
6,EV,ATL,HSV,1909,-2,151,1911
5,DL,ATL,HSV,2206,-1,151,2205
6,DL,ATL,HSV,835,-1,151,834
6,DL,ATL,HSV,835,-1,151,834
